LON,LAT,EDO,CLAVE,ESTACION,ene-20
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",19.7
-102.249167,22.496944,ZAC,ELGRANCHAPARRAL,"El Gran Chaparral, Zac. INIFAP*",23.6
-102.070556,22.688889,ZAC,ELSALADILLO,"El Saladillo, Zac. INIFAP*",32.4
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",17.9
-103.537778,23.785833,ZAC,EMILIANOZAPATAZ,"Emiliano Zapata, Zac. INIFAP*",11.8
-101.98,22.521667,ZAC,ESTDEANIMAS,"Estancia de ¡Ånimas, Zac. INIFAP*",40.0
-103.35,21.645833,ZAC,EXCZC,"Miguel Alem·n, Zac.",26.1
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",7.7
-103.093333,22.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",26.0
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",43.3
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",27.5
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",18.7
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",63.5
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",49.7
-103.6025,22.686111,ZAC,LAFLORIDA,"La Florida, Zac. SMN*",6.4
-101.616667,22.278889,ZAC,LAVICTORIAZC,"La Victoria, Zac. INIFAP*",28.8
-102.566944,22.778889,ZAC,LBUZC,"La Bufa, Zac.",7.5
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",49.5
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",18.9
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",33.2
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",44.0
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",30.0
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",24.7
-102.151667,24.185556,ZAC,MARIANITA,"Marianita, Zac. INIFAP*",49.8
-103.2425,24.05,ZAC,MOGOTES,"Mogotes, Zac. INIFAP*",35.4
-103.31,21.933889,ZAC,MOMAX,"Momax, Zac. INIFAP*",41.8
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",77.0
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",5.7
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",46.2
-102.269444,22.577778,ZAC,OCAZC,"Ojo Caliente, Zac.",29.0
-103.148889,22.848056,ZAC,PALMASALTAS,"Palmas Altas, Zac. INIFAP*",41.8
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",24.9
-101.399167,22.1175,ZAC,PINZC,"Pino Su·rez, Zac.",30.5
-102.903611,21.711111,ZAC,PMOZC,"MoraleÒos, Zac.",41.2
-103.728889,23.7175,ZAC,PROVIDENCIAZC,"Providencia, Zac. INIFAP*",28.8
-102.9325,23.393056,ZAC,RGRANDEZC,"Rancho Grande, Zac. INIFAP*",19.6
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",14.1
-103.04,22.539722,ZAC,SANTAFEZC,"Santa Fe, Zac. INIFAP*",32.2
-102.975833,22.696389,ZAC,SANTARITA,"Santa Rita, Zac. INIFAP*",41.2
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",40.3
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",26.9
-102.178333,23.4575,ZAC,SIERRAVIEJA,"Sierra Vieja, Zac. INIFAP*",5.4
-103.636667,23.638889,ZAC,SOMZC,"Sombrerete, Zac.",13.7
-103.495833,22.326667,ZAC,STEZC,"Santa Teresa (Independencia Nacional), Zac.",49.4
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",30.6
-102.864167,22.120556,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",38.5
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",23.2
-102.899444,21.903889,ZAC,TIERRABLANCAINI,"Tierra Blanca, Zac. INIFAP*",38.0
-102.786389,21.560556,ZAC,TLAZC,"Tlalchichila, Zac.",48.5
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",25.5
-102.686111,22.724444,ZAC,UAAGRONOMIA,"Unidad AcadÈmica de AgronomÌa, Zac. INIFAP*",46.6
-102.51,22.757222,ZAC,UABIOLOGIA,"Unidad AcadÈmica de BiologÌa, Zac. INIFAP*",35.4
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",35.3
-103.3375,21.588889,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",39.9
-102.880278,22.310556,ZAC,VLLLANUEVA,"Villanueva, Zac. INIFAP*",31.0
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",35.5
-102.566389,22.778333,ZAC,ZACATECASob,"Observatorio de Zacatecas, Zac. SMN*",6.0
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",34.1
